32, 10669071.2 
31, 960801
30, 642253 
29, 523013
28, 454182
27, 324981
26, 300763
25, 293876
24, 281612
23, 236563
22, 214254
21, 203429 
20, 196388
19, 182342
18, 175973
17, 168563
16, 160024
15, 165974 
14, 165475
13, 157010
12, 148242
11, 144131
10, 149173
9, 145052 
8, 138843
7, 138663
6, 136234
5, 135678
4, 131776
3, 130591
2, 129623
1, 125292
